InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Year,Month,Day,Hour
554950,85099F,JUMBO BAG STRAWBERRY,10,2011-05-27 14:48:00,2.08,14227.0,United Kingdom,20.8,2011,5,27,14
554950,15044A,PINK PAPER PARASOL,6,2011-05-27 14:48:00,2.95,14227.0,United Kingdom,17.700000000000003,2011,5,27,14
554950,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-05-27 14:48:00,2.08,14227.0,United Kingdom,20.8,2011,5,27,14
554964,16161U,WRAP SUKI AND FRIENDS,25,2011-05-27 15:57:00,0.42,15867.0,United Kingdom,10.5,2011,5,27,15
554964,15056N,EDWARDIAN PARASOL NATURAL,1,2011-05-27 15:57:00,5.95,15867.0,United Kingdom,5.95,2011,5,27,15
554964,48173C,DOORMAT BLACK FLOCK,1,2011-05-27 15:57:00,7.95,15867.0,United Kingdom,7.95,2011,5,27,15
554964,72802C,VANILLA SCENT CANDLE JEWELLED BOX,4,2011-05-27 15:57:00,4.25,15867.0,United Kingdom,17.0,2011,5,27,15
554976,84673B,BLUE FLY SWAT,1,2011-05-29 10:57:00,0.65,15046.0,United Kingdom,0.65,2011,5,29,10
554976,84673A,PINK FLY SWAT,1,2011-05-29 10:57:00,0.65,15046.0,United Kingdom,0.65,2011,5,29,10
554977,84673A,PINK FLY SWAT,1,2011-05-29 11:03:00,0.65,16444.0,United Kingdom,0.65,2011,5,29,11
554977,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-05-29 11:03:00,2.08,16444.0,United Kingdom,4.16,2011,5,29,11
554977,47590A,BLUE HAPPY BIRTHDAY BUNTING,2,2011-05-29 11:03:00,5.45,16444.0,United Kingdom,10.9,2011,5,29,11
554977,47590B,PINK HAPPY BIRTHDAY BUNTING,1,2011-05-29 11:03:00,5.45,16444.0,United Kingdom,5.45,2011,5,29,11
554979,62074B,ELEPHANT CLIP W SUCTION CUP,3,2011-05-29 11:34:00,0.42,16931.0,United Kingdom,1.26,2011,5,29,11
554979,84519B,CARROT CHARLIE+LOLA COASTER SET,4,2011-05-29 11:34:00,1.25,16931.0,United Kingdom,5.0,2011,5,29,11
554979,85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,1,2011-05-29 11:34:00,1.25,16931.0,United Kingdom,1.25,2011,5,29,11
554979,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,2,2011-05-29 11:34:00,1.25,16931.0,United Kingdom,2.5,2011,5,29,11
554979,85071A,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2,2011-05-29 11:34:00,2.95,16931.0,United Kingdom,5.9,2011,5,29,11
554979,85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",2,2011-05-29 11:34:00,2.55,16931.0,United Kingdom,5.1,2011,5,29,11
554979,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-29 11:34:00,2.95,16931.0,United Kingdom,17.700000000000003,2011,5,29,11
554979,84971S,SMALL HEART FLOWERS HOOK,3,2011-05-29 11:34:00,0.85,16931.0,United Kingdom,2.55,2011,5,29,11
554981,85132C,CHARLIE AND LOLA FIGURES TINS,2,2011-05-29 12:06:00,1.95,17613.0,United Kingdom,3.9,2011,5,29,12
554981,85132B,CHARLIE AND LOLA TABLE TINS,2,2011-05-29 12:06:00,1.95,17613.0,United Kingdom,3.9,2011,5,29,12
554981,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,2,2011-05-29 12:06:00,3.75,17613.0,United Kingdom,7.5,2011,5,29,12
554981,84279B,CHERRY BLOSSOM DECORATIVE FLASK,2,2011-05-29 12:06:00,3.75,17613.0,United Kingdom,7.5,2011,5,29,12
554981,84429A,MEDIUM PINK BUDDHA HEAD,3,2011-05-29 12:06:00,2.95,17613.0,United Kingdom,8.850000000000001,2011,5,29,12
554981,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-29 12:06:00,2.95,17613.0,United Kingdom,5.9,2011,5,29,12
554981,16248B,BLUE HOLE PUNCH,1,2011-05-29 12:06:00,1.25,17613.0,United Kingdom,1.25,2011,5,29,12
554982,47590A,BLUE HAPPY BIRTHDAY BUNTING,120,2011-05-29 12:16:00,4.65,17152.0,United Kingdom,558.0,2011,5,29,12
554982,47590B,PINK HAPPY BIRTHDAY BUNTING,120,2011-05-29 12:16:00,4.65,17152.0,United Kingdom,558.0,2011,5,29,12
554984,47590B,PINK HAPPY BIRTHDAY BUNTING,20,2011-05-29 12:19:00,5.45,17152.0,United Kingdom,109.0,2011,5,29,12
554984,47590A,BLUE HAPPY BIRTHDAY BUNTING,20,2011-05-29 12:19:00,5.45,17152.0,United Kingdom,109.0,2011,5,29,12
554985,16161G,WRAP BAD HAIR DAY,25,2011-05-29 12:26:00,0.1,12426.0,Germany,2.5,2011,5,29,12
554985,POST,POSTAGE,4,2011-05-29 12:26:00,18.0,12426.0,Germany,72.0,2011,5,29,12
554986,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 12:35:00,2.95,14451.0,United Kingdom,8.850000000000001,2011,5,29,12
554986,84563B,BLUE & WHITE BREAKFAST TRAY,2,2011-05-29 12:35:00,2.95,14451.0,United Kingdom,5.9,2011,5,29,12
554986,47593B,SCOTTIE DOGS BABY BIB,3,2011-05-29 12:35:00,0.39,14451.0,United Kingdom,1.17,2011,5,29,12
554986,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,24,2011-05-29 12:35:00,0.42,14451.0,United Kingdom,10.08,2011,5,29,12
554986,84596F,SMALL MARSHMALLOWS PINK BOWL,24,2011-05-29 12:35:00,0.42,14451.0,United Kingdom,10.08,2011,5,29,12
554986,84519B,CARROT CHARLIE+LOLA COASTER SET,6,2011-05-29 12:35:00,1.25,14451.0,United Kingdom,7.5,2011,5,29,12
554986,79030G,TUMBLER NEW ENGLAND,6,2011-05-29 12:35:00,0.39,14451.0,United Kingdom,2.34,2011,5,29,12
554986,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,4,2011-05-29 12:35:00,1.25,14451.0,United Kingdom,5.0,2011,5,29,12
554986,85132B,CHARLIE AND LOLA TABLE TINS,2,2011-05-29 12:35:00,1.95,14451.0,United Kingdom,3.9,2011,5,29,12
554986,85132C,CHARLIE AND LOLA FIGURES TINS,2,2011-05-29 12:35:00,1.95,14451.0,United Kingdom,3.9,2011,5,29,12
554987,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,2,2011-05-29 12:48:00,0.95,14823.0,United Kingdom,1.9,2011,5,29,12
554988,84563B,BLUE & WHITE BREAKFAST TRAY,1,2011-05-29 13:32:00,2.95,15897.0,United Kingdom,2.95,2011,5,29,13
554989,84563B,BLUE & WHITE BREAKFAST TRAY,2,2011-05-29 13:50:00,2.95,15897.0,United Kingdom,5.9,2011,5,29,13
554989,84875D,BLUE SQUARE COMPACT MIRROR,12,2011-05-29 13:50:00,1.25,15897.0,United Kingdom,15.0,2011,5,29,13
554989,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,8,2011-05-29 13:50:00,0.42,15897.0,United Kingdom,3.36,2011,5,29,13
554990,15060B,FAIRY CAKE DESIGN UMBRELLA,8,2011-05-29 13:57:00,3.75,16567.0,United Kingdom,30.0,2011,5,29,13
554991,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-05-29 14:03:00,2.95,14823.0,United Kingdom,2.95,2011,5,29,14
554991,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,1,2011-05-29 14:03:00,0.95,14823.0,United Kingdom,0.95,2011,5,29,14
554991,84509A,SET OF 4 ENGLISH ROSE PLACEMATS,1,2011-05-29 14:03:00,3.75,14823.0,United Kingdom,3.75,2011,5,29,14
554991,84510A,SET OF 4 ENGLISH ROSE COASTERS,1,2011-05-29 14:03:00,1.25,14823.0,United Kingdom,1.25,2011,5,29,14
554992,16169M,WRAP DAISY CARPET,25,2011-05-29 14:08:00,0.42,16686.0,United Kingdom,10.5,2011,5,29,14
554992,16161P,WRAP ENGLISH ROSE,25,2011-05-29 14:08:00,0.42,16686.0,United Kingdom,10.5,2011,5,29,14
554992,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-05-29 14:08:00,0.42,16686.0,United Kingdom,0.84,2011,5,29,14
554993,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 14:13:00,2.95,17051.0,United Kingdom,8.850000000000001,2011,5,29,14
554993,17091J,VANILLA INCENSE IN TIN,2,2011-05-29 14:13:00,0.38,17051.0,United Kingdom,0.76,2011,5,29,14
554993,85132B,CHARLIE AND LOLA TABLE TINS,1,2011-05-29 14:13:00,1.95,17051.0,United Kingdom,1.95,2011,5,29,14
554993,85132C,CHARLIE AND LOLA FIGURES TINS,3,2011-05-29 14:13:00,1.95,17051.0,United Kingdom,5.85,2011,5,29,14
554994,85130D,BEADED CRYSTAL HEART PINK LARGE,2,2011-05-29 14:18:00,1.65,14606.0,United Kingdom,3.3,2011,5,29,14
554994,90214A,"LETTER ""A"" BLING KEY RING",1,2011-05-29 14:18:00,1.25,14606.0,United Kingdom,1.25,2011,5,29,14
554994,51014A,"FEATHER PEN,HOT PINK",12,2011-05-29 14:18:00,0.85,14606.0,United Kingdom,10.2,2011,5,29,14
554994,15044A,PINK PAPER PARASOL,1,2011-05-29 14:18:00,2.95,14606.0,United Kingdom,2.95,2011,5,29,14
554994,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,1,2011-05-29 14:18:00,4.65,14606.0,United Kingdom,4.65,2011,5,29,14
554994,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,1,2011-05-29 14:18:00,2.95,14606.0,United Kingdom,2.95,2011,5,29,14
554995,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-05-29 14:23:00,2.95,18109.0,United Kingdom,8.850000000000001,2011,5,29,14
554996,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-29 14:28:00,2.95,16407.0,United Kingdom,5.9,2011,5,29,14
554997,85099B,JUMBO BAG RED RETROSPOT,10,2011-05-29 15:35:00,2.08,16746.0,United Kingdom,20.8,2011,5,29,15
554999,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-29 15:44:00,2.95,15547.0,United Kingdom,17.700000000000003,2011,5,29,15
554999,85099B,JUMBO BAG RED RETROSPOT,2,2011-05-29 15:44:00,2.08,15547.0,United Kingdom,4.16,2011,5,29,15
554999,44092C,PURPLE/COPPER HANGING LAMPSHADE,3,2011-05-29 15:44:00,0.85,15547.0,United Kingdom,2.55,2011,5,29,15
554999,44092B,BLUE WHITE PLASTIC RINGS LAMPSHADE,1,2011-05-29 15:44:00,0.85,15547.0,United Kingdom,0.85,2011,5,29,15
555000,85040A,S/4 PINK FLOWER CANDLES IN BOWL,12,2011-05-31 08:03:00,1.65,18232.0,United Kingdom,19.799999999999997,2011,5,31,8
555001,15056N,EDWARDIAN PARASOL NATURAL,12,2011-05-31 08:32:00,5.95,16566.0,United Kingdom,71.4,2011,5,31,8
555002,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-31 08:50:00,2.95,17682.0,United Kingdom,17.700000000000003,2011,5,31,8
555003,84030E,ENGLISH ROSE HOT WATER BOTTLE,4,2011-05-31 09:36:00,4.25,12787.0,Netherlands,17.0,2011,5,31,9
555003,POST,POSTAGE,1,2011-05-31 09:36:00,15.0,12787.0,Netherlands,15.0,2011,5,31,9
555005,85049G,CHOCOLATE BOX RIBBONS,144,2011-05-31 09:38:00,1.06,16656.0,United Kingdom,152.64000000000001,2011,5,31,9
555005,84508A,CAMOUFLAGE DESIGN TEDDY,144,2011-05-31 09:38:00,2.1,16656.0,United Kingdom,302.40000000000003,2011,5,31,9
555015,84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,24,2011-05-31 10:45:00,0.79,16558.0,United Kingdom,18.96,2011,5,31,10
555015,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-05-31 10:45:00,0.42,16558.0,United Kingdom,6.72,2011,5,31,10
555015,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-05-31 10:45:00,0.42,16558.0,United Kingdom,6.72,2011,5,31,10
555015,35095B,RED VICTORIAN FABRIC OVAL BOX,24,2011-05-31 10:45:00,0.42,16558.0,United Kingdom,10.08,2011,5,31,10
555015,35095A,BLUE VICTORIAN FABRIC OVAL BOX,24,2011-05-31 10:45:00,0.42,16558.0,United Kingdom,10.08,2011,5,31,10
555015,15056N,EDWARDIAN PARASOL NATURAL,3,2011-05-31 10:45:00,5.95,16558.0,United Kingdom,17.85,2011,5,31,10
555015,16161P,WRAP ENGLISH ROSE,25,2011-05-31 10:45:00,0.42,16558.0,United Kingdom,10.5,2011,5,31,10
555073,84659A,WHITE TRAVEL ALARM CLOCK,2,2011-05-31 11:39:00,2.55,16470.0,United Kingdom,5.1,2011,5,31,11
555075,85123A,WHITE HANGING HEART T-LIGHT HOLDER,150,2011-05-31 12:05:00,2.55,16013.0,United Kingdom,382.5,2011,5,31,12
555091,85099F,JUMBO BAG STRAWBERRY,5,2011-05-31 12:50:00,2.08,12748.0,United Kingdom,10.4,2011,5,31,12
555091,85099B,JUMBO BAG RED RETROSPOT,8,2011-05-31 12:50:00,2.08,12748.0,United Kingdom,16.64,2011,5,31,12
555091,15058B,PINK POLKADOT GARDEN PARASOL,2,2011-05-31 12:50:00,7.95,12748.0,United Kingdom,15.9,2011,5,31,12
555091,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-05-31 12:50:00,7.95,12748.0,United Kingdom,15.9,2011,5,31,12
555092,85232A,SET/3 POLKADOT STACKING TINS,1,2011-05-31 13:08:00,4.95,16483.0,United Kingdom,4.95,2011,5,31,13
555095,POST,POSTAGE,7,2011-05-31 13:32:00,28.0,12540.0,Spain,196.0,2011,5,31,13
555096,POST,POSTAGE,3,2011-05-31 13:32:00,18.0,12682.0,France,54.0,2011,5,31,13
555101,85099B,JUMBO BAG RED RETROSPOT,20,2011-05-31 13:45:00,2.08,13070.0,United Kingdom,41.6,2011,5,31,13
555101,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-05-31 13:45:00,2.08,13070.0,United Kingdom,20.8,2011,5,31,13
555101,85099F,JUMBO BAG STRAWBERRY,10,2011-05-31 13:45:00,2.08,13070.0,United Kingdom,20.8,2011,5,31,13
555106,POST,POSTAGE,2,2011-05-31 14:14:00,15.0,12790.0,Netherlands,30.0,2011,5,31,14
555108,47566B,TEA TIME PARTY BUNTING,4,2011-05-31 14:18:00,4.95,18231.0,United Kingdom,19.8,2011,5,31,14
555108,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-05-31 14:18:00,2.95,18231.0,United Kingdom,17.700000000000003,2011,5,31,14
555108,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,4,2011-05-31 14:18:00,2.1,18231.0,United Kingdom,8.4,2011,5,31,14
555108,72351A,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,4,2011-05-31 14:18:00,2.1,18231.0,United Kingdom,8.4,2011,5,31,14
555108,85040A,S/4 PINK FLOWER CANDLES IN BOWL,2,2011-05-31 14:18:00,1.65,18231.0,United Kingdom,3.3,2011,5,31,14
555108,84519A,TOMATO CHARLIE+LOLA COASTER SET,2,2011-05-31 14:18:00,1.25,18231.0,United Kingdom,2.5,2011,5,31,14
555108,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-05-31 14:18:00,1.25,18231.0,United Kingdom,2.5,2011,5,31,14
555108,47566B,TEA TIME PARTY BUNTING,6,2011-05-31 14:18:00,4.95,18231.0,United Kingdom,29.700000000000003,2011,5,31,14
555109,85049G,CHOCOLATE BOX RIBBONS,2,2011-05-31 14:19:00,1.25,16023.0,United Kingdom,2.5,2011,5,31,14
555109,85049E,SCANDINAVIAN REDS RIBBONS,2,2011-05-31 14:19:00,1.25,16023.0,United Kingdom,2.5,2011,5,31,14
555109,85049C,ROMANTIC PINKS RIBBONS,2,2011-05-31 14:19:00,1.25,16023.0,United Kingdom,2.5,2011,5,31,14
555109,16161P,WRAP ENGLISH ROSE,25,2011-05-31 14:19:00,0.42,16023.0,United Kingdom,10.5,2011,5,31,14
555109,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,2,2011-05-31 14:19:00,4.25,16023.0,United Kingdom,8.5,2011,5,31,14
555110,M,Manual,2,2011-05-31 14:34:00,1.65,17841.0,United Kingdom,3.3,2011,5,31,14
555110,85199S,SMALL HANGING IVORY/RED WOOD BIRD,1,2011-05-31 14:34:00,0.42,17841.0,United Kingdom,0.42,2011,5,31,14
555110,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-05-31 14:34:00,2.1,17841.0,United Kingdom,2.1,2011,5,31,14
555110,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,2011-05-31 14:34:00,2.08,17841.0,United Kingdom,2.08,2011,5,31,14
555110,15060B,FAIRY CAKE DESIGN UMBRELLA,1,2011-05-31 14:34:00,3.75,17841.0,United Kingdom,3.75,2011,5,31,14
555110,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-05-31 14:34:00,2.95,17841.0,United Kingdom,5.9,2011,5,31,14
555113,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-05-31 14:48:00,1.95,18190.0,United Kingdom,15.6,2011,5,31,14
555114,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2011-05-31 14:55:00,2.95,13571.0,United Kingdom,11.8,2011,5,31,14
555116,84596G,SMALL CHOCOLATES PINK BOWL,16,2011-05-31 15:16:00,0.42,16919.0,United Kingdom,6.72,2011,5,31,15
555116,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-05-31 15:16:00,0.42,16919.0,United Kingdom,6.72,2011,5,31,15
555116,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,2011-05-31 15:16:00,0.42,16919.0,United Kingdom,6.72,2011,5,31,15
555116,84596L,BISCUITS SMALL BOWL LIGHT BLUE,16,2011-05-31 15:16:00,0.42,16919.0,United Kingdom,6.72,2011,5,31,15
555119,84884A,ANT WHITE WIRE HEART SPIRAL,3,2011-05-31 15:22:00,3.95,15163.0,United Kingdom,11.850000000000001,2011,5,31,15
555124,85049G,CHOCOLATE BOX RIBBONS,1,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,1.25,2011,5,31,15
555124,85049E,SCANDINAVIAN REDS RIBBONS,2,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,2.5,2011,5,31,15
555124,85049C,ROMANTIC PINKS RIBBONS,3,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,3.75,2011,5,31,15
555124,85049F,BABY BOOM RIBBONS,1,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,1.25,2011,5,31,15
555124,85049G,CHOCOLATE BOX RIBBONS,2,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,2.5,2011,5,31,15
555124,85049F,BABY BOOM RIBBONS,2,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,2.5,2011,5,31,15
555124,85049E,SCANDINAVIAN REDS RIBBONS,1,2011-05-31 15:26:00,1.25,18204.0,United Kingdom,1.25,2011,5,31,15
555124,16156S,WRAP PINK FAIRY CAKES,25,2011-05-31 15:26:00,0.42,18204.0,United Kingdom,10.5,2011,5,31,15
555124,16161U,WRAP SUKI AND FRIENDS,25,2011-05-31 15:26:00,0.42,18204.0,United Kingdom,10.5,2011,5,31,15
555125,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-05-31 15:26:00,5.45,13481.0,United Kingdom,16.35,2011,5,31,15
555125,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-05-31 15:26:00,5.45,13481.0,United Kingdom,16.35,2011,5,31,15
555147,15058A,BLUE POLKADOT GARDEN PARASOL,2,2011-05-31 15:41:00,7.95,13505.0,Switzerland,15.9,2011,5,31,15
555147,85049G,CHOCOLATE BOX RIBBONS,12,2011-05-31 15:41:00,1.25,13505.0,Switzerland,15.0,2011,5,31,15
555147,84563B,BLUE & WHITE BREAKFAST TRAY,4,2011-05-31 15:41:00,2.95,13505.0,Switzerland,11.8,2011,5,31,15
555147,85049E,SCANDINAVIAN REDS RIBBONS,12,2011-05-31 15:41:00,1.25,13505.0,Switzerland,15.0,2011,5,31,15
555147,84707A,SILVER JEWELLED MIRROR TRINKET TRAY,2,2011-05-31 15:41:00,9.95,13505.0,Switzerland,19.9,2011,5,31,15
555147,84711A,SILVER OVAL SHAPE TRINKET BOX,2,2011-05-31 15:41:00,9.95,13505.0,Switzerland,19.9,2011,5,31,15
555147,84711B,PINK OVAL SHAPE TRINKET BOX,2,2011-05-31 15:41:00,9.95,13505.0,Switzerland,19.9,2011,5,31,15
555147,POST,POSTAGE,4,2011-05-31 15:41:00,40.0,13505.0,Switzerland,160.0,2011,5,31,15
555157,47590B,PINK HAPPY BIRTHDAY BUNTING,6,2011-06-01 07:38:00,5.45,15643.0,United Kingdom,32.7,2011,6,1,7
555157,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,2011-06-01 07:38:00,5.45,15643.0,United Kingdom,32.7,2011,6,1,7
555158,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-06-01 08:38:00,0.85,14842.0,United Kingdom,10.2,2011,6,1,8
555159,84997A,CHILDRENS CUTLERY POLKADOT GREEN,4,2011-06-01 09:06:00,4.15,15124.0,United Kingdom,16.6,2011,6,1,9
555160,84997A,CHILDRENS CUTLERY POLKADOT GREEN,72,2011-06-01 09:18:00,3.75,14646.0,Netherlands,270.0,2011,6,1,9
555161,POST,POSTAGE,1,2011-06-01 09:26:00,15.0,12423.0,Belgium,15.0,2011,6,1,9
555162,POST,POSTAGE,4,2011-06-01 10:15:00,18.0,12473.0,Germany,72.0,2011,6,1,10
555195,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 11:27:00,2.95,15240.0,United Kingdom,17.700000000000003,2011,6,1,11
555195,16161P,WRAP ENGLISH ROSE,25,2011-06-01 11:27:00,0.42,15240.0,United Kingdom,10.5,2011,6,1,11
555198,84508B,STRIPES DESIGN TEDDY,3,2011-06-01 11:52:00,2.55,15916.0,United Kingdom,7.6499999999999995,2011,6,1,11
555198,84508A,CAMOUFLAGE DESIGN TEDDY,3,2011-06-01 11:52:00,2.55,15916.0,United Kingdom,7.6499999999999995,2011,6,1,11
555199,84849B,FAIRY SOAP SOAP HOLDER,1,2011-06-01 12:05:00,1.69,14606.0,United Kingdom,1.69,2011,6,1,12
555199,84849D,HOT BATHS SOAP HOLDER,1,2011-06-01 12:05:00,1.69,14606.0,United Kingdom,1.69,2011,6,1,12
555199,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-06-01 12:05:00,2.1,14606.0,United Kingdom,2.1,2011,6,1,12
555199,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-01 12:05:00,2.95,14606.0,United Kingdom,2.95,2011,6,1,12
555200,84970S,HANGING HEART ZINC T-LIGHT HOLDER,24,2011-06-01 12:05:00,0.85,17315.0,United Kingdom,20.4,2011,6,1,12
555201,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-06-01 12:10:00,5.45,16969.0,United Kingdom,16.35,2011,6,1,12
555201,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-06-01 12:10:00,5.45,16969.0,United Kingdom,16.35,2011,6,1,12
555202,85099B,JUMBO BAG RED RETROSPOT,2,2011-06-01 12:11:00,2.08,16813.0,United Kingdom,4.16,2011,6,1,12
555202,85099B,JUMBO BAG RED RETROSPOT,4,2011-06-01 12:11:00,2.08,16813.0,United Kingdom,8.32,2011,6,1,12
555202,85099F,JUMBO BAG STRAWBERRY,2,2011-06-01 12:11:00,2.08,16813.0,United Kingdom,4.16,2011,6,1,12
555202,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2011-06-01 12:11:00,0.42,16813.0,United Kingdom,0.84,2011,6,1,12
555202,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,2,2011-06-01 12:11:00,0.42,16813.0,United Kingdom,0.84,2011,6,1,12
555202,82613A,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-06-01 12:11:00,1.25,16813.0,United Kingdom,1.25,2011,6,1,12
555202,84206C,CHAMPAGNE TRAY BLANK CARD,5,2011-06-01 12:11:00,0.19,16813.0,United Kingdom,0.95,2011,6,1,12
555202,84536B,FAIRY CAKES NOTEBOOK A7 SIZE,2,2011-06-01 12:11:00,0.42,16813.0,United Kingdom,0.84,2011,6,1,12
555202,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,2,2011-06-01 12:11:00,0.65,16813.0,United Kingdom,1.3,2011,6,1,12
555202,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2011-06-01 12:11:00,0.42,16813.0,United Kingdom,0.84,2011,6,1,12
555202,82613D,METAL SIGN CUPCAKE SINGLE HOOK,1,2011-06-01 12:11:00,1.25,16813.0,United Kingdom,1.25,2011,6,1,12
555202,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",1,2011-06-01 12:11:00,1.25,16813.0,United Kingdom,1.25,2011,6,1,12
555202,84663A,GRASS HOPPER WOODEN WALL CLOCK,1,2011-06-01 12:11:00,5.95,16813.0,United Kingdom,5.95,2011,6,1,12
555202,84660A,WHITE STITCHED WALL CLOCK,1,2011-06-01 12:11:00,3.75,16813.0,United Kingdom,3.75,2011,6,1,12
555203,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-06-01 12:13:00,4.15,17191.0,United Kingdom,33.2,2011,6,1,12
555203,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 12:13:00,2.95,17191.0,United Kingdom,17.700000000000003,2011,6,1,12
555203,84849D,HOT BATHS SOAP HOLDER,3,2011-06-01 12:13:00,1.69,17191.0,United Kingdom,5.07,2011,6,1,12
555207,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,12,2011-06-01 12:19:00,1.65,16818.0,United Kingdom,19.799999999999997,2011,6,1,12
555207,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,12,2011-06-01 12:19:00,1.65,16818.0,United Kingdom,19.799999999999997,2011,6,1,12
555234,85099B,JUMBO BAG RED RETROSPOT,10,2011-06-01 12:54:00,2.08,14515.0,United Kingdom,20.8,2011,6,1,12
555240,47599B,BLUE PARTY BAGS,3,2011-06-01 13:07:00,2.1,15039.0,United Kingdom,6.300000000000001,2011,6,1,13
555240,47599A,PINK PARTY BAGS,8,2011-06-01 13:07:00,2.1,15039.0,United Kingdom,16.8,2011,6,1,13
555243,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-06-01 13:52:00,2.95,13475.0,United Kingdom,17.700000000000003,2011,6,1,13
555245,84558A,3D DOG PICTURE PLAYING CARDS,2,2011-06-01 14:12:00,2.95,14800.0,United Kingdom,5.9,2011,6,1,14
555247,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-06-01 14:42:00,0.95,14315.0,United Kingdom,11.399999999999999,2011,6,1,14
555247,84997C,CHILDRENS CUTLERY POLKADOT BLUE,8,2011-06-01 14:42:00,4.15,14315.0,United Kingdom,33.2,2011,6,1,14
555247,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-06-01 14:42:00,4.15,14315.0,United Kingdom,33.2,2011,6,1,14
555249,85049A,TRADITIONAL CHRISTMAS RIBBONS,1,2011-06-01 14:57:00,1.25,17472.0,United Kingdom,1.25,2011,6,1,14
555249,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-06-01 14:57:00,2.95,17472.0,United Kingdom,8.850000000000001,2011,6,1,14
